no,Time,POI,UserID/MemID,設置點,緯度,經度,BPL UID,age,gender,weather,temperature,tidal
2664,3/18/2022 10:55:32 AM,"0150deb7d0,0381",Ufb55cf9c80d5552ee0acf2fd81a4c299,信誼海產,23.570999999999998,119.57133,362771,59,1,陰,19.0,2
2665,3/18/2022 10:56:24 AM,"0150deb7d0,0418",Ud9f189e6e4cbc8628e6994a3adc90939,澎湖國家風景區,23.55681074,119.6064877,362774,55,0,陰,19.0,2
2666,3/18/2022 10:56:46 AM,"0150deb7d0,0096",U81e4a5b20b01eaaa6497dc620580f1b2,澎南海產行,23.5714,119.57172,362776,62,0,陰,19.0,2
2667,3/18/2022 11:21:59 PM,"0150deb7d0,0197",U751805cb651c58a391c10d1bd210c31c,嚐香聚牛肉麵,23.57425,119.57308,364950,39,1,陰,19.0,2
2668,3/18/2022 11:37:49 AM,"0150deb7d0,0298",Ufb55cf9c80d5552ee0acf2fd81a4c299,小蘑菇義大利麵,23.56716,119.56465,362893,59,1,陰,19.0,2
2670,3/18/2022 11:39:23 AM,"0150deb7d0,0395",Ufb55cf9c80d5552ee0acf2fd81a4c299,大口香雞排,23.56719,119.56471,362899,59,1,陰,19.0,2
2671,3/18/2022 12:03:20 PM,"0150deb7d0,0216",Ufa881ba370e8e7ea5baf42b88b3f88f9,新巴適經典麻辣鍋,23.57179,119.57882,362961,24,1,陰,19.0,2
2673,3/18/2022 12:20:24 AM,"0150deb7d0,0165",Ucdba1bf15e1eb63bbe2a6bc301d768d0,熊掌心健康果茶,23.563579999999998,119.56499,362203,62,1,陰,19.0,2
2675,3/18/2022 12:35:49 PM,"0150deb7d0,0149",Ubf9613667a2d109d9f26efb31b8cc1e3,拾捌度C鮮果茶飲站,23.574360000000002,119.5795,363032,45,0,陰,19.0,2
2676,3/18/2022 12:36:45 PM,"0150deb7d0,0289",Ubf9613667a2d109d9f26efb31b8cc1e3,抓包．馬公分店,23.5729,119.57694,363035,45,0,陰,19.0,2
2677,3/18/2022 12:37:50 AM,"0150deb7d0,0152",Ucdba1bf15e1eb63bbe2a6bc301d768d0,邁泰MAI TAI THAI TEA,23.566670000000002,119.56486000000001,362218,62,1,陰,19.0,2
2678,3/18/2022 2:17:29 PM,"0150deb7d0,0311",U4318c18d78a35e2d646db31b63ef92c6,澎湖 朝陽路肉圓,23.57339,119.57696999999999,363346,55,0,陰,19.0,1
2680,3/18/2022 2:46:43 PM,"0150deb7d0,0027",U0d5a39ecd31b0b2b63f941e2d03cb796,五鮮上醬海產專賣,23.56580466,119.5654261,363404,67,0,陰,19.0,1
2681,3/18/2022 2:46:58 PM,"0150deb7d0,0016",U1f2b4b1bec2ce6ae1a36b1d0ff6a886e,海島海產大賣場,23.56576883,119.56551359999999,363405,40,0,陰,19.0,1
2682,3/18/2022 2:51:33 PM,"0150deb7d0,0197",U7676d997af8f09860c497735040717d5,嚐香聚牛肉麵,23.57425,119.57308,363412,24,0,陰,19.0,1
2684,3/18/2022 3:00:59 PM,"0150deb7d0,0372",U549d83ded5aae205862d9454360f140e,ㄇㄇ的臭豆腐,23.55258,119.61097,363441,22,0,陰,19.0,1
2685,3/18/2022 3:13:35 PM,"0150deb7d0,0269",Ufa881ba370e8e7ea5baf42b88b3f88f9,二崁杏仁茶館,23.604570000000002,119.51836999999999,363472,24,1,陰,19.0,1
2686,3/18/2022 3:31:44 PM,"0150deb7d0,0311",U67a7a0290b58d9e0f8cff519fe54860b,澎湖 朝陽路肉圓,23.57339,119.57696999999999,363520,54,1,陰,19.0,0
